"","make","year","m22","mean_disp","oil","yr"
"1","Acura",1986,50,2,31.6,"86"
"2","Acura",1987,33.3,2.3,38.95,"87"
"3","Acura",1988,50,2.2,30.28,"88"
"4","Acura",1989,50,2.2,35.28,"89"
"5","Acura",1990,50,2.2,43.57,"90"
"6","Acura",1991,33.3,2.7,35.25,"91"
"7","Acura",1992,33.3,2.5,33.05,"92"
"8","Acura",1993,27.3,2.6,28.19,"93"
"9","Acura",1994,27.3,2.7,25.62,"94"
"10","Acura",1995,30,2.7,26.8,"95"
"11","Acura",1996,30,2.7,31.62,"96"
"12","Acura",1997,45.5,2.6,28.55,"97"
"13","Acura",1998,41.7,2.7,18.72,"98"
"14","Acura",1999,45.5,2.7,25.89,"99"
"15","Acura",2000,42.9,2.6,39.72,"00"
"16","Acura",2001,33.3,2.8,33.13,"01"
"17","Acura",2002,33.3,2.8,33.38,"02"
"18","Acura",2003,30,2.9,37.61,"03"
"19","Acura",2004,45.5,2.8,48.62,"04"
"20","Acura",2005,45.5,2.8,67,"05"
"21","Acura",2006,55.6,2.7,77.55,"06"
"22","Acura",2007,25,3.1,83.79,"07"
"23","Acura",2008,25,3.1,108.42,"08"
"24","Acura",2009,28.6,3.1,68.99,"09"
"25","Acura",2010,18.2,3.2,87.5,"10"
"26","Acura",2011,33.3,3.1,118.71,"11"
"27","Acura",2012,41.7,3.1,116.73,"12"
"28","Acura",2013,71.4,3,111.95,"13"
"29","Acura",2014,81.2,3,100.31,"14"
"30","Acura",2015,90,3.1,53.05,"15"
"31","Acura",2016,91.7,3.3,43.73,"16"
"32","Alfa Romeo",1984,0,2.2,66.48,"84"
"33","Alfa Romeo",1985,0,2.2,61.47,"85"
"34","Alfa Romeo",1986,0,2.2,31.6,"86"
"35","Alfa Romeo",1987,0,2.5,38.95,"87"
"36","Alfa Romeo",1988,0,2.5,30.28,"88"
"37","Alfa Romeo",1989,0,2.5,35.28,"89"
"38","Alfa Romeo",1990,100,2,43.57,"90"
"39","Alfa Romeo",1991,20,2.6,35.25,"91"
"40","Alfa Romeo",1992,20,2.6,33.05,"92"
"41","Alfa Romeo",1993,20,2.6,28.19,"93"
"42","Alfa Romeo",1994,33.3,2.7,25.62,"94"
"43","Alfa Romeo",1995,0,3,26.8,"95"
"44","Alfa Romeo",2009,0,4.7,68.99,"09"
"45","Alfa Romeo",2015,100,1.8,53.05,"15"
"46","Alfa Romeo",2016,100,1.8,43.73,"16"
"47","Aston Martin",1984,0,5.3,66.48,"84"
"48","Aston Martin",1985,0,5.3,61.47,"85"
"49","Aston Martin",1987,0,5.3,38.95,"87"
"50","Aston Martin",1988,0,5.3,30.28,"88"
"51","Aston Martin",1989,0,5.3,35.28,"89"
"52","Aston Martin",1991,0,5.3,35.25,"91"
"53","Aston Martin",1992,0,5.3,33.05,"92"
"54","Aston Martin",1993,0,5.3,28.19,"93"
"55","Aston Martin",1997,0,3.2,28.55,"97"
"56","Aston Martin",1998,0,3.2,18.72,"98"
"57","Aston Martin",2000,0,5.9,39.72,"00"
"58","Aston Martin",2002,0,5.9,33.38,"02"
"59","Aston Martin",2003,0,5.9,37.61,"03"
"60","Aston Martin",2004,0,5.9,48.62,"04"
"61","Aston Martin",2005,0,5.9,67,"05"
"62","Aston Martin",2006,0,5.6,77.55,"06"
"63","Aston Martin",2007,0,5.4,83.79,"07"
"64","Aston Martin",2008,0,5.4,108.42,"08"
"65","Aston Martin",2009,0,5.5,68.99,"09"
"66","Aston Martin",2010,0,5.6,87.5,"10"
"67","Aston Martin",2011,0,5.5,118.71,"11"
"68","Aston Martin",2012,0,5.5,116.73,"12"
"69","Aston Martin",2013,0,4.9,111.95,"13"
"70","Aston Martin",2014,0,5.2,100.31,"14"
"71","Aston Martin",2015,0,5.2,53.05,"15"
"72","Aston Martin",2016,0,5.2,43.73,"16"
"73","Audi",1984,7.7,2.1,66.48,"84"
"74","Audi",1985,15.4,2.1,61.47,"85"
"75","Audi",1986,15.4,2.1,31.6,"86"
"76","Audi",1987,10,2.2,38.95,"87"
"77","Audi",1988,15.4,2.2,30.28,"88"
"78","Audi",1989,14.3,2.2,35.28,"89"
"79","Audi",1990,13.3,2.4,43.57,"90"
"80","Audi",1991,0,2.5,35.25,"91"
"81","Audi",1992,0,2.7,33.05,"92"
"82","Audi",1993,0,2.9,28.19,"93"
"83","Audi",1994,0,2.9,25.62,"94"
"84","Audi",1995,0,2.7,26.8,"95"
"85","Audi",1996,0,2.8,31.62,"96"
"86","Audi",1997,0,2.8,28.55,"97"
"87","Audi",1998,17.6,2.7,18.72,"98"
"88","Audi",1999,23.5,2.6,25.89,"99"
"89","Audi",2000,15.4,2.6,39.72,"00"
"90","Audi",2001,16.1,2.6,33.13,"01"
"91","Audi",2002,9.4,2.7,33.38,"02"
"92","Audi",2003,10,2.8,37.61,"03"
"93","Audi",2004,16.7,2.9,48.62,"04"
"94","Audi",2005,29.3,2.9,67,"05"
"95","Audi",2006,25.7,3,77.55,"06"
"96","Audi",2007,28.6,3.4,83.79,"07"
"97","Audi",2008,25,3.4,108.42,"08"
"98","Audi",2009,32.5,3.2,68.99,"09"
"99","Audi",2010,42.4,3.1,87.5,"10"
"100","Audi",2011,41.7,3.2,118.71,"11"
"101","Audi",2012,47.2,3.2,116.73,"12"
"102","Audi",2013,45.9,2.8,111.95,"13"
"103","Audi",2014,23.7,3.4,100.31,"14"
"104","Audi",2015,43.2,3.2,53.05,"15"
"105","Audi",2016,62.5,2.7,43.73,"16"
"106","Bentley",1998,0,6.7,18.72,"98"
"107","Bentley",1999,0,6.5,25.89,"99"
"108","Bentley",2000,0,6.3,39.72,"00"
"109","Bentley",2001,0,6.8,33.13,"01"
"110","Bentley",2002,0,6.8,33.38,"02"
"111","Bentley",2003,0,6.8,37.61,"03"
"112","Bentley",2004,0,6.5,48.62,"04"
"113","Bentley",2005,0,6.5,67,"05"
"114","Bentley",2006,0,6.4,77.55,"06"
"115","Bentley",2007,0,6.3,83.79,"07"
"116","Bentley",2008,0,6.3,108.42,"08"
"117","Bentley",2009,0,6.4,68.99,"09"
"118","Bentley",2010,0,6.3,87.5,"10"
"119","Bentley",2011,0,6.8,118.71,"11"
"120","Bentley",2012,0,6.8,116.73,"12"
"121","Bentley",2013,0,4.9,111.95,"13"
"122","Bentley",2014,0,4.9,100.31,"14"
"123","Bentley",2015,0,4.6,53.05,"15"
"124","Bentley",2016,0,5.3,43.73,"16"
"125","BMW",1984,25,2.7,66.48,"84"
"126","BMW",1985,8.3,2.9,61.47,"85"
"127","BMW",1986,0,3.1,31.6,"86"
"128","BMW",1987,0,3.1,38.95,"87"
"129","BMW",1988,0,3,30.28,"88"
"130","BMW",1989,0,3.2,35.28,"89"
"131","BMW",1990,0,3,43.57,"90"
"132","BMW",1991,0,3,35.25,"91"
"133","BMW",1992,5.6,3.1,33.05,"92"
"134","BMW",1993,12.5,3.2,28.19,"93"
"135","BMW",1994,15.4,3,25.62,"94"
"136","BMW",1995,11.5,3.1,26.8,"95"
"137","BMW",1996,47.1,2.9,31.62,"96"
"138","BMW",1997,48.4,2.8,28.55,"97"
"139","BMW",1998,21.4,3,18.72,"98"
"140","BMW",1999,10.8,3.1,25.89,"99"
"141","BMW",2000,0,3.2,39.72,"00"
"142","BMW",2001,0,3.2,33.13,"01"
"143","BMW",2002,6.5,3.1,33.38,"02"
"144","BMW",2003,5.9,3.2,37.61,"03"
"145","BMW",2004,6.2,3.2,48.62,"04"
"146","BMW",2005,1.7,3.3,67,"05"
"147","BMW",2006,0,3.5,77.55,"06"
"148","BMW",2007,10.8,3.6,83.79,"07"
"149","BMW",2008,7.8,3.5,108.42,"08"
"150","BMW",2009,6.9,3.5,68.99,"09"
"151","BMW",2010,13.6,3.6,87.5,"10"
"152","BMW",2011,27.2,3.5,118.71,"11"
"153","BMW",2012,29.8,3.4,116.73,"12"
"154","BMW",2013,39.4,3.4,111.95,"13"
"155","BMW",2014,57.3,3.2,100.31,"14"
"156","BMW",2015,58.2,3.2,53.05,"15"
"157","BMW",2016,59,3,43.73,"16"
"158","Buick",1984,34.3,3.2,66.48,"84"
"159","Buick",1985,30.6,3.1,61.47,"85"
"160","Buick",1986,36.7,2.9,31.6,"86"
"161","Buick",1987,41.4,3,38.95,"87"
"162","Buick",1988,52,2.8,30.28,"88"
"163","Buick",1989,34.8,3,35.28,"89"
"164","Buick",1990,17.6,3.4,43.57,"90"
"165","Buick",1991,17.6,3.4,35.25,"91"
"166","Buick",1992,10,3.8,33.05,"92"
"167","Buick",1993,11.1,3.6,28.19,"93"
"168","Buick",1994,26.7,3.6,25.62,"94"
"169","Buick",1995,11.8,3.6,26.8,"95"
"170","Buick",1996,13.3,3.8,31.62,"96"
"171","Buick",1997,10,3.5,28.55,"97"
"172","Buick",1998,11.1,3.5,18.72,"98"
"173","Buick",1999,0,3.7,25.89,"99"
"174","Buick",2000,0,3.7,39.72,"00"
"175","Buick",2001,0,3.7,33.13,"01"
"176","Buick",2002,0,3.6,33.38,"02"
"177","Buick",2003,0,3.6,37.61,"03"
"178","Buick",2004,0,4,48.62,"04"
"179","Buick",2005,0,3.9,67,"05"
"180","Buick",2006,0,4,77.55,"06"
"181","Buick",2007,0,4.2,83.79,"07"
"182","Buick",2008,0,4.1,108.42,"08"
"183","Buick",2009,0,4.1,68.99,"09"
"184","Buick",2010,12.5,3.5,87.5,"10"
"185","Buick",2011,28.6,3.4,118.71,"11"
"186","Buick",2012,71.4,2.6,116.73,"12"
"187","Buick",2013,75,2.4,111.95,"13"
"188","Buick",2014,78.6,2.4,100.31,"14"
"189","Buick",2015,78.6,2.4,53.05,"15"
"190","Buick",2016,83.3,2.2,43.73,"16"
"191","Cadillac",1984,15.4,3.6,66.48,"84"
"192","Cadillac",1985,23.5,3.3,61.47,"85"
"193","Cadillac",1986,11.1,3.4,31.6,"86"
"194","Cadillac",1987,20,3.5,38.95,"87"
"195","Cadillac",1988,0,4.1,30.28,"88"
"196","Cadillac",1989,0,4.6,35.28,"89"
"197","Cadillac",1990,0,4.7,43.57,"90"
"198","Cadillac",1991,0,5,35.25,"91"
"199","Cadillac",1992,0,5,33.05,"92"
"200","Cadillac",1993,0,4.9,28.19,"93"
"201","Cadillac",1994,0,4.9,25.62,"94"
"202","Cadillac",1995,0,4.9,26.8,"95"
"203","Cadillac",1996,0,4.9,31.62,"96"
"204","Cadillac",1997,0,4.2,28.55,"97"
"205","Cadillac",1998,0,4.3,18.72,"98"
"206","Cadillac",1999,0,4.5,25.89,"99"
"207","Cadillac",2000,0,4.5,39.72,"00"
"208","Cadillac",2001,0,4.2,33.13,"01"
"209","Cadillac",2002,0,5.1,33.38,"02"
"210","Cadillac",2003,0,4.8,37.61,"03"
"211","Cadillac",2004,0,4.6,48.62,"04"
"212","Cadillac",2005,0,4.5,67,"05"
"213","Cadillac",2006,0,4.5,77.55,"06"
"214","Cadillac",2007,0,4.4,83.79,"07"
"215","Cadillac",2008,0,4.4,108.42,"08"
"216","Cadillac",2009,0,4.2,68.99,"09"
"217","Cadillac",2010,12.5,4,87.5,"10"
"218","Cadillac",2011,0,4.2,118.71,"11"
"219","Cadillac",2012,0,4.5,116.73,"12"
"220","Cadillac",2013,20,3.9,111.95,"13"
"221","Cadillac",2014,26.7,3.8,100.31,"14"
"222","Cadillac",2015,28.6,4.2,53.05,"15"
"223","Cadillac",2016,42.3,3.5,43.73,"16"
"224","Chevrolet",1984,24.2,3.5,66.48,"84"
"225","Chevrolet",1985,18.8,3.5,61.47,"85"
"226","Chevrolet",1986,18.6,3.7,31.6,"86"
"227","Chevrolet",1987,18.1,3.6,38.95,"87"
"228","Chevrolet",1988,16.7,3.8,30.28,"88"
"229","Chevrolet",1989,11.6,4.2,35.28,"89"
"230","Chevrolet",1990,12.5,4.3,43.57,"90"
"231","Chevrolet",1991,10.9,4.3,35.25,"91"
"232","Chevrolet",1992,9.8,4.3,33.05,"92"
"233","Chevrolet",1993,9.8,4.3,28.19,"93"
"234","Chevrolet",1994,9,4.3,25.62,"94"
"235","Chevrolet",1995,5.7,4.6,26.8,"95"
"236","Chevrolet",1996,14.3,4.4,31.62,"96"
"237","Chevrolet",1997,12.3,4.4,28.55,"97"
"238","Chevrolet",1998,23.6,3.9,18.72,"98"
"239","Chevrolet",1999,23.3,3.8,25.89,"99"
"240","Chevrolet",2000,22.8,3.8,39.72,"00"
"241","Chevrolet",2001,17.1,3.8,33.13,"01"
"242","Chevrolet",2002,17.5,3.9,33.38,"02"
"243","Chevrolet",2003,11.1,4.1,37.61,"03"
"244","Chevrolet",2004,13,4,48.62,"04"
"245","Chevrolet",2005,19.8,3.9,67,"05"
"246","Chevrolet",2006,21.5,4,77.55,"06"
"247","Chevrolet",2007,29,4,83.79,"07"
"248","Chevrolet",2008,33.3,3.9,108.42,"08"
"249","Chevrolet",2009,21.8,4.2,68.99,"09"
"250","Chevrolet",2010,41.1,3.6,87.5,"10"
"251","Chevrolet",2011,27.5,3.9,118.71,"11"
"252","Chevrolet",2012,33.9,3.7,116.73,"12"
"253","Chevrolet",2013,52.1,3.5,111.95,"13"
"254","Chevrolet",2014,59.6,3.1,100.31,"14"
"255","Chevrolet",2015,45.6,3.6,53.05,"15"
"256","Chevrolet",2016,52.8,3.3,43.73,"16"
"257","Chrysler",1984,26.2,2.4,66.48,"84"
"258","Chrysler",1985,17.9,2.4,61.47,"85"
"259","Chrysler",1986,32,2.4,31.6,"86"
"260","Chrysler",1987,16.7,2.5,38.95,"87"
"261","Chrysler",1988,41.7,2.5,30.28,"88"
"262","Chrysler",1989,29.6,2.6,35.28,"89"
"263","Chrysler",1990,0,2.8,43.57,"90"
"264","Chrysler",1991,6.7,2.9,35.25,"91"
"265","Chrysler",1992,12.5,2.9,33.05,"92"
"266","Chrysler",1993,7.1,3.1,28.19,"93"
"267","Chrysler",1994,10,3.3,25.62,"94"
"268","Chrysler",1995,21.4,2.8,26.8,"95"
"269","Chrysler",1996,7.7,2.9,31.62,"96"
"270","Chrysler",1997,6.7,2.8,28.55,"97"
"271","Chrysler",1998,41.2,2.7,18.72,"98"
"272","Chrysler",1999,25,2.9,25.89,"99"
"273","Chrysler",2000,0,3,39.72,"00"
"274","Chrysler",2001,5,2.9,33.13,"01"
"275","Chrysler",2002,16,2.9,33.38,"02"
"276","Chrysler",2003,25,2.8,37.61,"03"
"277","Chrysler",2004,21.7,2.9,48.62,"04"
"278","Chrysler",2005,15.6,3.2,67,"05"
"279","Chrysler",2006,13.3,3.2,77.55,"06"
"280","Chrysler",2007,11.1,3.5,83.79,"07"
"281","Chrysler",2008,19.4,3.5,108.42,"08"
"282","Chrysler",2009,16.7,4,68.99,"09"
"283","Chrysler",2010,15.4,3.8,87.5,"10"
"284","Chrysler",2011,66.7,3.1,118.71,"11"
"285","Chrysler",2012,60,3.4,116.73,"12"
"286","Chrysler",2013,50,3.5,111.95,"13"
"287","Chrysler",2014,57.1,3.5,100.31,"14"
"288","Chrysler",2015,66.7,3.4,53.05,"15"
"289","Chrysler",2016,50,3.3,43.73,"16"
"290","Daewoo",1998,75,1.8,18.72,"98"
"291","Daewoo",1999,80,1.9,25.89,"99"
"292","Daewoo",2000,80,1.9,39.72,"00"
"293","Daewoo",2001,80,1.9,33.13,"01"
"294","Daewoo",2002,80,1.9,33.38,"02"
"295","Daewoo",2003,66.7,1.9,37.61,"03"
"296","Daewoo",2004,80,1.9,48.62,"04"
"297","Dodge",1984,28.9,3.3,66.48,"84"
"298","Dodge",1985,25.5,3.3,61.47,"85"
"299","Dodge",1986,23.1,3.7,31.6,"86"
"300","Dodge",1987,16.3,3.6,38.95,"87"
"301","Dodge",1988,27.8,3.8,30.28,"88"
"302","Dodge",1989,26.7,3.7,35.28,"89"
"303","Dodge",1990,14.8,3.8,43.57,"90"
"304","Dodge",1991,12.3,3.9,35.25,"91"
"305","Dodge",1992,12.1,3.8,33.05,"92"
"306","Dodge",1993,14.6,3.9,28.19,"93"
"307","Dodge",1994,14.3,4,25.62,"94"
"308","Dodge",1995,11.1,4.1,26.8,"95"
"309","Dodge",1996,8.1,4.2,31.62,"96"
"310","Dodge",1997,10.6,4,28.55,"97"
"311","Dodge",1998,17,4.1,18.72,"98"
"312","Dodge",1999,13,4.3,25.89,"99"
"313","Dodge",2000,5.7,4.3,39.72,"00"
"314","Dodge",2001,5.5,4.3,33.13,"01"
"315","Dodge",2002,6.8,4.1,33.38,"02"
"316","Dodge",2003,13.7,4.1,37.61,"03"
"317","Dodge",2004,15,4,48.62,"04"
"318","Dodge",2005,12.2,4.2,67,"05"
"319","Dodge",2006,2.6,4.7,77.55,"06"
"320","Dodge",2007,11.6,4.1,83.79,"07"
"321","Dodge",2008,14.5,4.2,108.42,"08"
"322","Dodge",2009,14.3,4.2,68.99,"09"
"323","Dodge",2010,15.2,4.3,87.5,"10"
"324","Dodge",2011,30.4,3.9,118.71,"11"
"325","Dodge",2012,42.9,3.8,116.73,"12"
"326","Dodge",2013,52.4,3.2,111.95,"13"
"327","Dodge",2014,55,3.3,100.31,"14"
"328","Dodge",2015,41.7,4.2,53.05,"15"
"329","Dodge",2016,39.3,4.1,43.73,"16"
"330","Eagle",1988,50,2.6,30.28,"88"
"331","Eagle",1989,70,2.1,35.28,"89"
"332","Eagle",1990,66.7,1.9,43.57,"90"
"333","Eagle",1991,45.5,1.9,35.25,"91"
"334","Eagle",1992,36.8,2,33.05,"92"
"335","Eagle",1993,40.9,2.1,28.19,"93"
"336","Eagle",1994,47.6,2.2,25.62,"94"
"337","Eagle",1995,61.9,2.2,26.8,"95"
"338","Eagle",1996,47.4,2.2,31.62,"96"
"339","Eagle",1997,33.3,2.5,28.55,"97"
"340","Eagle",1998,50,2,18.72,"98"
"341","Ferrari",1985,0,3.6,61.47,"85"
"342","Ferrari",1986,0,3.8,31.6,"86"
"343","Ferrari",1987,0,3.8,38.95,"87"
"344","Ferrari",1988,0,3.8,30.28,"88"
"345","Ferrari",1989,0,3.6,35.28,"89"
"346","Ferrari",1990,0,3.6,43.57,"90"
"347","Ferrari",1991,0,3.9,35.25,"91"
"348","Ferrari",1992,0,3.6,33.05,"92"
"349","Ferrari",1993,0,3.7,28.19,"93"
"350","Ferrari",1994,0,3.7,25.62,"94"
"351","Ferrari",1995,0,4.4,26.8,"95"
"352","Ferrari",1996,0,3.5,31.62,"96"
"353","Ferrari",1997,0,4.8,28.55,"97"
"354","Ferrari",1998,0,4.7,18.72,"98"
"355","Ferrari",1999,0,4.4,25.89,"99"
"356","Ferrari",2000,0,4.7,39.72,"00"
"357","Ferrari",2001,0,4.7,33.13,"01"
"358","Ferrari",2002,0,4.9,33.38,"02"
"359","Ferrari",2003,0,4.9,37.61,"03"
"360","Ferrari",2004,0,4.4,48.62,"04"
"361","Ferrari",2005,0,4.8,67,"05"
"362","Ferrari",2006,0,5.3,77.55,"06"
"363","Ferrari",2007,0,5.3,83.79,"07"
"364","Ferrari",2008,0,5.3,108.42,"08"
"365","Ferrari",2009,0,5.2,68.99,"09"
"366","Ferrari",2010,0,5.3,87.5,"10"
"367","Ferrari",2011,0,5.3,118.71,"11"
"368","Ferrari",2012,0,4.9,116.73,"12"
"369","Ferrari",2013,0,5.2,111.95,"13"
"370","Ferrari",2014,0,5.2,100.31,"14"
"371","Ferrari",2015,0,4.9,53.05,"15"
"372","Ferrari",2016,0,5.3,43.73,"16"
"373","Fiat",2012,100,1.4,116.73,"12"
"374","Fiat",2013,100,1.4,111.95,"13"
"375","Fiat",2014,100,1.4,100.31,"14"
"376","Fiat",2015,100,1.4,53.05,"15"
"377","Fiat",2016,100,1.6,43.73,"16"
"378","Ford",1984,17.1,3.9,66.48,"84"
"379","Ford",1985,24.7,3.8,61.47,"85"
"380","Ford",1986,22.8,3.7,31.6,"86"
"381","Ford",1987,19.6,3.9,38.95,"87"
"382","Ford",1988,16.4,3.9,30.28,"88"
"383","Ford",1989,15,3.9,35.28,"89"
"384","Ford",1990,10.6,4,43.57,"90"
"385","Ford",1991,12.7,4,35.25,"91"
"386","Ford",1992,13.5,3.9,33.05,"92"
"387","Ford",1993,15.8,3.9,28.19,"93"
"388","Ford",1994,12.9,3.9,25.62,"94"
"389","Ford",1995,16.1,3.9,26.8,"95"
"390","Ford",1996,15.5,3.8,31.62,"96"
"391","Ford",1997,14.6,3.8,28.55,"97"
"392","Ford",1998,12.2,3.9,18.72,"98"
"393","Ford",1999,10.8,3.9,25.89,"99"
"394","Ford",2000,19.1,3.8,39.72,"00"
"395","Ford",2001,16.9,3.7,33.13,"01"
"396","Ford",2002,17.1,3.7,33.38,"02"
"397","Ford",2003,21.2,3.7,37.61,"03"
"398","Ford",2004,18.8,3.7,48.62,"04"
"399","Ford",2005,14.5,3.7,67,"05"
"400","Ford",2006,18.6,3.6,77.55,"06"
"401","Ford",2007,20,3.5,83.79,"07"
"402","Ford",2008,20,3.6,108.42,"08"
"403","Ford",2009,20,3.6,68.99,"09"
"404","Ford",2010,31.9,3.5,87.5,"10"
"405","Ford",2011,37.5,3.5,118.71,"11"
"406","Ford",2012,51,3.4,116.73,"12"
"407","Ford",2013,55.6,3.2,111.95,"13"
"408","Ford",2014,60.3,3,100.31,"14"
"409","Ford",2015,61.3,2.6,53.05,"15"
"410","Ford",2016,54.4,2.7,43.73,"16"
"411","Geo",1989,100,1.4,35.28,"89"
"412","Geo",1990,100,1.4,43.57,"90"
"413","Geo",1991,90,1.4,35.25,"91"
"414","Geo",1992,85.7,1.4,33.05,"92"
"415","Geo",1993,85.7,1.4,28.19,"93"
"416","Geo",1994,68.4,1.5,25.62,"94"
"417","Geo",1995,100,1.5,26.8,"95"
"418","Geo",1996,73.3,1.5,31.62,"96"
"419","Geo",1997,73.3,1.5,28.55,"97"
"420","GMC",1984,6.8,3.8,66.48,"84"
"421","GMC",1985,3.8,4,61.47,"85"
"422","GMC",1986,4.6,4.1,31.6,"86"
"423","GMC",1987,1.1,4.1,38.95,"87"
"424","GMC",1988,3.4,4.3,30.28,"88"
"425","GMC",1989,1.3,4.7,35.28,"89"
"426","GMC",1990,1.4,4.7,43.57,"90"
"427","GMC",1991,1.5,4.8,35.25,"91"
"428","GMC",1992,1.5,4.7,33.05,"92"
"429","GMC",1993,1.5,4.8,28.19,"93"
"430","GMC",1994,1.5,4.8,25.62,"94"
"431","GMC",1995,1.6,4.8,26.8,"95"
"432","GMC",1996,2.4,4.7,31.62,"96"
"433","GMC",1997,2.4,4.7,28.55,"97"
"434","GMC",1998,2.4,4.7,18.72,"98"
"435","GMC",1999,2.5,4.7,25.89,"99"
"436","GMC",2000,4.8,4.5,39.72,"00"
"437","GMC",2001,0,4.8,33.13,"01"
"438","GMC",2002,0,4.8,33.38,"02"
"439","GMC",2003,1.9,4.7,37.61,"03"
"440","GMC",2004,0,4.5,48.62,"04"
"441","GMC",2005,0,4.5,67,"05"
"442","GMC",2006,0,4.4,77.55,"06"
"443","GMC",2007,0,4.7,83.79,"07"
"444","GMC",2008,0,4.7,108.42,"08"
"445","GMC",2009,0,4.7,68.99,"09"
"446","GMC",2010,13.8,4,87.5,"10"
"447","GMC",2011,6.2,4.2,118.71,"11"
"448","GMC",2012,6.2,4.2,116.73,"12"
"449","GMC",2013,12.5,4.6,111.95,"13"
"450","GMC",2014,18.2,4.1,100.31,"14"
"451","GMC",2015,11.4,4.8,53.05,"15"
"452","GMC",2016,12.5,4.7,43.73,"16"
"453","Honda",1984,100,1.6,66.48,"84"
"454","Honda",1985,96.9,1.6,61.47,"85"
"455","Honda",1986,100,1.7,31.6,"86"
"456","Honda",1987,100,1.7,38.95,"87"
"457","Honda",1988,91.7,1.7,30.28,"88"
"458","Honda",1989,85,1.7,35.28,"89"
"459","Honda",1990,81.8,1.7,43.57,"90"
"460","Honda",1991,79.2,1.8,35.25,"91"
"461","Honda",1992,83.3,1.9,33.05,"92"
"462","Honda",1993,81.8,1.8,28.19,"93"
"463","Honda",1994,71,2.1,25.62,"94"
"464","Honda",1995,66.7,2.1,26.8,"95"
"465","Honda",1996,60,2.1,31.62,"96"
"466","Honda",1997,65.4,2.1,28.55,"97"
"467","Honda",1998,52.4,2.3,18.72,"98"
"468","Honda",1999,44,2.2,25.89,"99"
"469","Honda",2000,54.2,2.2,39.72,"00"
"470","Honda",2001,56,2.2,33.13,"01"
"471","Honda",2002,60.9,2.3,33.38,"02"
"472","Honda",2003,63,2.1,37.61,"03"
"473","Honda",2004,63,2.1,48.62,"04"
"474","Honda",2005,65.5,2.2,67,"05"
"475","Honda",2006,45.8,2.5,77.55,"06"
"476","Honda",2007,54.2,2.5,83.79,"07"
"477","Honda",2008,61.5,2.5,108.42,"08"
"478","Honda",2009,61.5,2.5,68.99,"09"
"479","Honda",2010,62.1,2.5,87.5,"10"
"480","Honda",2011,70,2.5,118.71,"11"
"481","Honda",2012,75.9,2.5,116.73,"12"
"482","Honda",2013,82.1,2.5,111.95,"13"
"483","Honda",2014,84.6,2.5,100.31,"14"
"484","Honda",2015,88.5,2.4,53.05,"15"
"485","Honda",2016,93.1,2.3,43.73,"16"
"486","Hyundai",1986,100,1.5,31.6,"86"
"487","Hyundai",1987,100,1.5,38.95,"87"
"488","Hyundai",1988,100,1.5,30.28,"88"
"489","Hyundai",1989,50,2,35.28,"89"
"490","Hyundai",1990,50,2,43.57,"90"
"491","Hyundai",1991,70,1.8,35.25,"91"
"492","Hyundai",1992,75,1.7,33.05,"92"
"493","Hyundai",1993,66.7,1.8,28.19,"93"
"494","Hyundai",1994,53.3,1.9,25.62,"94"
"495","Hyundai",1995,61.5,1.8,26.8,"95"
"496","Hyundai",1996,84.6,1.8,31.62,"96"
"497","Hyundai",1997,71.4,1.9,28.55,"97"
"498","Hyundai",1998,72.7,1.9,18.72,"98"
"499","Hyundai",1999,75,2.1,25.89,"99"
"500","Hyundai",2000,75,2.1,39.72,"00"
"501","Hyundai",2001,52.9,2.2,33.13,"01"
"502","Hyundai",2002,52.6,2.3,33.38,"02"
"503","Hyundai",2003,52,2.4,37.61,"03"
"504","Hyundai",2004,47.8,2.4,48.62,"04"
"505","Hyundai",2005,44.4,2.4,67,"05"
"506","Hyundai",2006,44,2.5,77.55,"06"
